date_time,tweet_id,retweets,favorites
2016-12-25 16:00:16,813051746834595840,7092,20441
2016-12-24 22:04:54,812781120811126785,1834,7342
2016-12-24 17:18:34,812709060537683968,1393,6470
2016-12-24 03:40:19,812503143955202048,1181,5912
2016-12-24 01:16:12,812466873996607488,1851,7782
2016-12-23 19:00:19,812372279581671427,3529,13312
2016-12-22 17:23:53,811985624773361665,1356,7093
2016-12-22 01:24:33,811744202451197953,1534,7361
2016-12-21 19:01:02,811647686436880384,712,5464
2016-12-21 17:39:46,811627233043480576,2960,12415
2016-12-21 01:44:13,811386762094317568,6168,20396
2016-12-19 23:06:23,810984652412424192,1378,5184
2016-12-19 17:14:23,810896069567610880,1693,8781
2016-12-19 01:26:42,810657578271330305,2535,10681
2016-12-18 00:43:57,810284430598270976,10845,34286
2016-12-17 22:43:27,810254108431155201,3259,14339
2016-12-17 00:38:52,809920764300447744,3798,15191
2016-12-16 17:14:20,809808892968534016,4719,0
2016-12-15 17:23:04,809448704142938112,1419,6783
2016-12-15 02:14:29,809220051211603969,5408,19410
2016-12-14 17:16:53,809084759137812480,3411,12895
2016-12-14 00:57:20,808838249661788160,2941,9882
2016-12-13 18:01:07,808733504066486276,2092,7706
2016-12-13 02:39:32,808501579447930884,2516,11039
2016-12-12 16:16:49,808344865868283904,20088,41364
2016-12-12 02:21:26,808134635716833280,5703,0
2016-12-12 00:29:28,808106460588765185,2136,8607
2016-12-11 17:31:39,808001312164028416,3420,12232
2016-12-10 16:22:02,807621403335917568,3496,14239
2016-12-09 06:17:20,807106840509214720,53423,115012
2016-12-09 03:08:45,807059379405148160,7097,0
2016-12-08 23:53:08,807010152071229440,3743,12813
2016-12-07 22:38:52,806629075125202948,33419,72653
2016-12-07 22:06:10,806620845233815552,5333,0
2016-12-07 19:09:37,806576416489959424,1892,4779
2016-12-07 16:53:43,806542213899489280,2286,9981
2016-12-06 21:04:11,806242860592926720,11237,0
2016-12-06 19:29:28,806219024703037440,1163,6310
2016-12-06 02:15:59,805958939288408065,5186,0
2016-12-06 00:32:26,805932879469572096,1861,8122
2016-12-05 17:31:15,805826884734976000,1765,6421
2016-12-05 17:16:37,805823200554876929,7741,0
2016-12-04 21:14:20,805520635690676224,1605,5622
2016-12-04 19:02:24,805487436403003392,2452,8605
2016-12-04 00:30:29,805207613751304193,1671,7668
2016-12-02 17:27:25,804738756058218496,3708,13353
2016-12-02 00:02:45,804475857670639616,1956,6008
2016-12-01 19:56:00,804413760345620481,3123,0
2016-11-30 18:16:08,804026241225523202,15561,43335
2016-11-30 01:31:12,803773340896923648,2650,9820
2016-11-29 20:08:52,803692223237865472,7183,0
2016-11-29 16:33:36,803638050916102144,4015,10691
2016-11-28 23:30:47,803380650405482500,1818,7585
2016-11-28 19:35:59,803321560782307329,5128,0
